,name,link,research_interest,ID
305,Professor Valerie Sanders,https://www.hull.ac.uk/staff-directory/valerie-sanders,"

Research interests
'Neglected' Victorian women novelists, especially Harriet Martineau (1802-76) and Margaret Oliphant (1828-97); also Charlotte Bronte and Charlotte Mary Yonge 
 
Life Writing: auto/biography 
 
Victorian Family cultures: especially fatherhood and sibling cultures


Postgraduate supervision
Valerie would welcome applications from students interested in Victorian fiction and auto/biography, especially representations of parenthood, siblings and family culture generally, and children's literature. 
 
Completed PhDs  
 
Previously supervised PhD theses on the Brontës and illness, the Bronte Juvenilia 19th-century men and goodness, women and ‘things' (using Thing Theory) in Austen and Gaskell, children's literature, Mary Elizabeth Braddon, Charlotte M Yonge, and the governess travel-narrative. 
 
Current PhD supervisions  
 
Current and recently submitted  supervisees are working on Dickens and small household items; the body in young adult literature, girl heroes in fiction from Little Women to Harry Potter;   Wilkie Collins, medicine and madness; and morality, fantasy and trauma in Roald Dahl's writing for children

",306
306,Dr Chris Walton,https://www.hull.ac.uk/staff-directory/chris-walton,"

Research interests
Natural Bio-Degradable Plastics 
Photo Dynamic Therapy (PDT) for Medical Applications 
Laser and 3D Printing of Medical Devices


Postgraduate supervision
Laser and 3D Printing Lab-on-chip Devices (CTC's) 
Characterisation of Bio-degradable Polymers (Reducing Micro-plastic Pollution)

",307
307,Dr Mick Wilkinson,https://www.hull.ac.uk/staff-directory/mick-wilkinson,"

Research interests
Research interests include:  social justice; slavery in the 21st century; transnational organised crime; inequalities and social divisions; poverty and social exclusion; power, resistance and rebellion; migration; refugees and asylum; race, racism and multiculturalism.


Postgraduate supervision
Mick is particularly interested in supervising postgraduate study in contemporary slavery, racism, asylum seekers and the asylum process. 
 
Completed PhD supervisions 
 
-  R. Shepherd: The scale and extent of Forced Labour in the UK: Can existing legislative and administrative arrangements address the problem? Awarded, 2018. 
 
-  Z. Boyd: Contextualising slavery: A framework for understanding the relationship between the enslaver and the enslaved. Awarded 2016 
 
-  K.Dukiya: The power elite and the paradox of poverty amidst plenty in Nigeria. Awarded 2015 
 
-  J. Walsh: Displaying Families: exploring the significance of ‘display' in a city that is increasingly culturally diverse. Awarded 2015. 
 
-  Y. Yang: Development of a Scale to Measure Public Trust in the U.K Charitable Sector. Awarded 2015 
 
Current PhD supervisions 
 
-  A. Brachau: People Trafficking from Albania

",308
308,Dr Rob Clucas,https://www.hull.ac.uk/staff-directory/rob-clucas,"

Postgraduate supervision
Rob welcomes applications in the field of the law and sexuality and gender, particularly its intersection with Christianity/religion.

Completed PhDs

- David Jarvis, Immigration, Asylum, and Cycles of European Exclusion, University of Hull (2016)

",309
309,Professor Ross Boyle,https://www.hull.ac.uk/staff-directory/ross-boyle,"

Research interests
Photochemistry and Photobiology. Photodynamic Therapy. Synthetic chemistry of porphyrins and related macrocycles. Bioconjugation. Cancer Therapies. Antimicrobial materials.

",310
310,Professor Steve Archibald,https://www.hull.ac.uk/staff-directory/steve-archibald,"

Postgraduate supervision
Prof Archibald welcomes applications in all aspects of medical imaging science and positron emission tomography, particularly 
 
- nuclear imaging (PET and SPECT) 
 
- molecular imaging probe development 
 
- radiochemistry 
 
- use of radiometals 
 
- development of receptor protein targeting (small molecules, peptides and antibodies) 
 
- targeted radionuclides for therapy 
 
- radiopharmacy and translational research 
 
Completed PhDs 
 
- Cheryll Allan (2005) 
 
- Christopher Fisher (2005) 
 
- Gary Nicholson (2006) 
 
- Jon Silversides (2006) 
 
- Amanda Sparke (2008) 
 
- Christopher Welch (2009) (2nd Supervisor) 
 
- Graeme McRobbie (2009) 
 
- Ryan Mewis (2009) 
 
- Abid Khan (2010) 
 
- Rachel Smith (2013) 
 
- Benjamin Burke (2013) 
 
- Naomi Jones (2015) (2nd Supervisor)  
 
- Kati Nicholson (2015) 
 
- Ali Al-Zirgani (2016) 
 
- Neazar Baghdadi (2016) 
 
- Seraj Omar Al-Zahrani (2016) 
 
- Mustafa Al-Yassiry (2016) 
 
- Bassim Wahaab (2016) 
 
- David Millar (2016) (2nd supervisor) 
 
- Shubhanchi Nigam (2017) 
 
- Alicja Kownacka (2017) 
 
Current PhD supervisions  
 
- Zainab Abdallah Al-Ali 
 
- Boon-Uma Jowanarhidi 
 
- Hayley Bignell 
 
- Tahani Alresheedi 
 
- Fada Jabber 
 
- Rhiannon Lee 
 
- Isaline Renard 
 
- Rebecca Ullah (2nd supervisor) 
 
- James Thompson (2nd supervisor) 
 
- Noemi Perujo Holland (2nd supervisor)

",311
311,Ms Caroline White,https://www.hull.ac.uk/staff-directory/caroline-white,None,312
312,Dr Qin Qin,https://www.hull.ac.uk/staff-directory/qin-qin,None,313
313,Dr Peter Grieder,https://www.hull.ac.uk/staff-directory/peter-grieder,"

Postgraduate supervision
Dr Grieder's field of research expertise is the history of the German Democratic Republic (GDR), also known as East Germany.

He is qualified to supervise Masters or PhD dissertations within this area between 1945 and 1990. Topics may be political or social in nature.

He is also able to supervise MA and PhD research on the political history of the Third Reich between 1933 and 1945, and West Germany between 1945 and 1990.

Finally, he is prepared to supervise MA and MRes dissertations on Communism in the Soviet Union between 1917 and 1991, and Eastern Europe between 1945 and 1989.

Completed PhD supervisions 

- Kate Boyce, Women's Discontent in the German Democratic Republic During the Honecker Era, University of Hull, 2006

- Claire Hall, The Gestapo Spy Network, 1933-1945, University of Hull, 2007

- Alan McDougall, The Free German Youth Movement, 1946-1968, D.Phil., University of Oxford, 2001

- Josie McLellan, Remembering Spain: The Contested History of the International Brigades in the German Democratic Republic, D.Phil., University of Oxford, 2001

Current PhD supervisions 

- Sally Fulker, The Role of the Churches in the Welfare Provision of the German Democratic Republic, 1978-1990

- John Nicholls, Dark Wave: The Emergence, Culture, Impact and Repression of the Gothic Anti-Movement in the German Democratic Republic, 1981-1989

- Victoria Taylor (NECAH student), The Nazification of the Luftwaffe

",314
314,Professor Vesselin Paunov,https://www.hull.ac.uk/staff-directory/vesselin-paunov,"

Research interests
Prof Paunov does highly interdisciplinary research in the areas of colloids, nanoscience and biomaterials. He has published over 160 scientific papers in international journals and is a co-author of 13 patents. He has given more than 120 invited and conference presentations. He has attracted significant research funding from the UK research councils EPSRC, BBSRC and the industry. His present research interests include colloid science of foams and emulsions, formulation science, nanoparticles, smart surfaces, microencapsulation, stimulus triggered release of actives, directed cell assembly, cyborg cells, whole cell biosensors for testing toxicity and nanotoxicity, using nanoparticles as antimicrobials.  Prof Paunov publications have received over 8000 citations and his current h-index is 50 (from Google Scholar). During his work at the University of Hull he has supervised 24 PhD students (19 already graduated), 9 PDRAs and over 40 visiting researchers. Presently, Prof Paunov teaches a number of courses and modules involving elements of his own research. He is the acting head of the Physical Chemistry Teaching at the University of Hull. Prof Paunov was a member of the Management Committees of the EU COST action “Colloidal Aspects of Nanoscience for Innovative Processes and Materials” 2011-2015 and the UK Polymer Colloids Forum 2008-2014. He organized and chaired the 14th UKPCF annual meeting at the University of Hull in 2009 and the Biomaterials symposium within the Materials Research Society Fall Meeting in Boston, Massachusetts in 2012.


Postgraduate supervision
Advanced materials 
Physical Chemistry 
Biomaterials 
Tissue engineering 
Bioimprinting 
Cancer Research 
Antimicrobials 
Nanoscience

",315
315,Dr Igor Itskevich,https://www.hull.ac.uk/staff-directory/igor-itskevich,"

Research interests
Optoelectronics 
Nanophotonics 
Semiconductor Nanostructures 
Quantum Dots

",316
316,Dr Stuart McLelland,https://www.hull.ac.uk/staff-directory/stuart-mclelland,"

Research interests
- Physical modelling of river, estuarine and coastal flow processes and sediment transport dynamics. 
 
- Application of laser and acoustic flow measurement techniques. 
 
- Developing new techniques for physical modelling of ecohydraulics. 
 
- Modelling environmental impacts on the seabed associated with offshore wind energy. 
 
- Developing research in Natural Flood Management. 
 
- Member of the Modelling Environmental Systems Research Group at the University of Hull. 
 
- Member of the management team for HYDRALAB+ (http://www.hydralab.eu) which is a EU-funded Infrastructure programme funded through Horizon2020. There are more than 25 participants from throughout the EU. 
 
- Member of the British Society for Geomorphology (http://britishgeomorphology.org.uk/)


Postgraduate supervision
I welcome any PhDs in the area of experimental modelling, fluvial sediment transport and natural flood management. 
 
Current PhD supervisions  
 
Laura-Beth Jordan - Wake Development Downstream from Tidal Stream Turbines. UoH - McLelland (P) and Parsons (S). Started 02/2014 
 
David N Jordan - The influence of vegetation on fluvial morphodynamics and flood risk. UoH - Parsons (P) and McLelland (S). Started 09/2012 
 
Sergio Duran Catastrophic Floods on Mars UoH - Catastrophic Flows Cluster - Coulthard (P) and McLelland (S). Started 09/2016 
 
Bas Bodewes Scaling flood events and ecohydraulics in experimental models UoH - Catastrophic Flows Cluster - McLelland (P) and Parsons (S). Started 09/2016 
 
Robert Houseago - Coastal system resilience under increased storminess UoH - Catastrophic Flows Cluster - Parsons (P) and McLelland (S). Started 09/2016

",317
