names,links,research,department
Professor Sean Carroll,https://www.hull.ac.uk/staff-directory/sean-carroll,"

Postgraduate supervision
Professor Carroll welcomes application's related to his areas of research focus.

Completed PhDs

- A O'Doherty (2018) The Effects of acute exercise and nutritional interventions on postprandial lipid metabolism, University of Hull, (co-supervised with Prof Lee Ingle)

- C Taylor (2017) Supervised exercise training, submaximal cardiorespiratory fitness and long-term all-cause mortality in participants undergoing community-based cardiac rehabilitation, University of Hull (co-supervised with Prof Lee Ingle)

- E. Chalari (2017) The effect of intermittent exercise on biomarkers of oxidative stress, University of Hull (supervisory team member with Dr Mark Fogarty and Dr Huw Jones)

- S. Nicholls (2015) The Cardiorespiratory and Vascular Adaptations to a Standard UK Exercise Based Cardiac Rehabilitation Programme, University of Hull (co-supervised with Prof Lee Ingle)

- M G Mellis (2013) Physical activity, cardiorespiratory function and global cardiovascular disease risk in healthy young to middle-aged adults, Leeds Metropolitan University (co-supervised with Prof Lee Ingle)

- R R Sloan (2012) The prognostic significance of cardiopulmonary exercise test variables in patients with suspected heart failure, Leeds Metropolitan University (collaborative research project with Dept of Academic Cardiology, University of Hull, co-supervised with Prof Lee Ingle)

- J.P. Hobkirk (2011) Hypertriglyceridemia, small dense low-density lipoprotein and cardiometabolic risk stratification in paediatric obesity, Leeds Metropolitan University (co-supervised with Prof Rod King)

Current PhD supervisions 

- Emma Whatley, PhD, 2014-date (co-supervised with Dr. J. Hobkirk) The relative energy deficiency syndrome and determinants of whole body and regional bone mineral density in female and male athletes     

- Richard Page, PhD, 2014-date (co-supervised with Dr. J. Hobkirk) Physical activity/exercise, postprandial lipaemia and liver function in apparently healthy participants and patients with coronary heart disease

- Fiona Nation, PhD, 2016-date (co-supervised with Dr. Simon Nichols) The Oxygen uptake efficiency plateau as a submaximal measure of cardiorespiratory fitness and adaptation to exercise training in healthy participants and patients with coronary heart disease

- Dr Yama Haqzad, MD, 2015-date (co-supervised with Dr J Hobkirk and Prof M Loubani, Hull East Yorkshire NHS Trust) Lipogenic and oxidative gene profiles controlling myocardial energy metabolism and cardiac lipid accumulation in Type 2 diabetic and non-diabetic patients undergoing cardiac surgery

- Dr Zaheer Tahir, MD, 2017-date (co-supervised with Dr J Hobkirk and Prof M Loubani, Hull East Yorkshire NHS Trust) Dicholoroacetate and cardiac energy metabolism in response to ischaemia and re-perfusion

",Faculty of Health Sciences
Professor Stephen Dewhurst,https://www.hull.ac.uk/staff-directory/stephen-dewhurst,"

Postgraduate supervision
Professor Dewhurst welcomes applications to investigate any aspect of human memory. 
 
Completed PhDs: 
 
David Howe. Implicit and explicit attitudinal consequences of false autobiographical memories and beliefs (April 2018). 
 
Lydia Grace. Autobiographical memory and the self in dysphoria (February 2018). 
 
Joshua Woods. Putting false memories into context. Exploring the valence of contextual information for memories of events that never occurred (June 2012). 
 
Ellen R Swannell. The development of phonological and semantic false memories (July 2010). 
 
Lauren M Knott. Investigating the roles of controlled and automatic processes in remembering and knowing (March 2008). 
 
Craig Thorley. Collaborative false remembering (November 2007). 
 
Current PhD supervision: 
 
Joseph Abel. The role of visual imagery in prospective memory.  
 
James Welsh. Talent in sport: A psychosocial and cognitive model.

",Faculty of Health Sciences
Professor Gerry Johnstone,https://www.hull.ac.uk/staff-directory/gerry-johnstone,"

Postgraduate supervision
Professor Johnstone is interested in supervising PhD research which will contribute to knowledge of criminalisation, restorative justice, punishment, and social control.

Completed PhDs 

Anna Carline, Women who Kill their Abusive Partners: an Analysis of Queer Theory, Social Justice and the Criminal Law, awarded 2002.

Margarita Zernova, Restorative Justice: Aspirations of Proponents and Experiences of Participants in Family Group Conferences, awarded 2005.

Kai Adegbembo, Implementing New Regimes of Accountability and Performance Management: an Empirical Study of one Police Force, awarded 2006.

Jarem Sawatsky, The Ethic of Traditional Communities and the Spirit of Healing Justice, awarded 2008.

David Wilkins, Giving Voice to the Dead: Education and Commemoration as Vehicles for the Restorative Repair of the Historical Injustice and Legacy of Transatlantic Slavery, awarded 2013.

Helen Nichols, Researching the Experiences of Incarcerated Learners, awarded 2016.

Yang Sun, Criminal Reconciliation following the Legislation: through the Lenses of Prosecutors in China, awarded 2017.

Current PhD supervisions 

Professor Johnstone is currently supervising six PhD projects on topics including restorative justice in educational settings and human trafficking.

","Faculty of Business, Law and Politics"
Professor Thomas Lundmark,https://www.hull.ac.uk/staff-directory/thomas-lundmark,"

Postgraduate supervision
Professor Lundmark welcomes proposals in his areas of focus, in particular regarding folk tales (Märchen) and law. 
 
Professor Lundmark has successfully supervised 24 PhDs.

","Faculty of Business, Law and Politics"
Professor Yiannis Papadopoulos,https://www.hull.ac.uk/staff-directory/yiannis-papadopoulos,"

Postgraduate supervision
Professor Papadopoulos welcomes applications in all areas of his research. The key requirements for PhD applicants are a good degree, strong software engineering skills, and an exploratory mind. Much of the work has extensive industrial applicability and is done in collaboration with large industrial organisations which are technology leaders in their field. 
 
Despite the many applications of this work in the engineering of technologically advanced systems, such as electric and semi-autonomous cars, the work involved in those PhD projects does not require any knowledge of these engineering domains and is mainly focused on computer science, and the development and implementation of novel algorithms and tools using standard computer equipment and programming environments. 
 
Completed PhDs  
 
Luis Azevedo (2015), Scalable Allocation of Safety Integrity Levels in Automotive Systems 
 
Zhibao Mian (2014), Model Transformation for Multi-objective Architecture Optimisation for Dependable Systems 
 
Shawulu Nggada (2013), Multi-objective System Optimisation with Respect to Availability, Maintainability and Cost 
 
Nidhal Mahmud (2012), Dynamic Model-based Safety Analysis: from State Machines to Temporal Fault Trees 
 
Amer Dheedan (2012), Distributed On-line Safety Monitor Based on Safety Assessment Model 
 
Septavera Sharvia (2011), Integrated Application of Compositional and Behavioural Safety Analysis 
 
David Parker (2010), Multi-objective Optimisation of Safety-Critical Hierarchical Systems 
 
Ian Wolforth (2010), Specification and Use of Component Failure Patterns 
 
Martin Walker (2009), Pandora - A Logic for the Qualitative Analysis of Temporal Fault Trees 
 
Current PhD supervisions  
 
Ioannis Sorokos (submitted 2017), Generation of Model-Based Safety Arguments from Automatically Allocated Safety Integrity Levels 
 
Luis Torrao (expected 2019), Timaeus - Tetrahedral Illuminated Media Augmented Scupltures Art Therapy Studio

",Faculty of Science and Engineering
Professor Fidel Perez Sebastian,https://www.hull.ac.uk/staff-directory/fidel-perez-sebastian,"

Postgraduate supervision
Professor Perez-Sebastian welcomes applications in the areas of macroeconomic development, economic growth, and open-economy macroeconomics.

","Faculty of Business, Law and Politics"
Dr Gunjan Saxena,https://www.hull.ac.uk/staff-directory/gunjan-saxena,"

Postgraduate supervision
Professor Saxena's Masters and doctoral research focused on applying relationship marketing techniques and social networks approach to examine the nature and especially the role that relationship building and collective learning processes play in sustainable tourism development and its provision. 
 
Her current research looks at SMEs, entrepreneurship, women's enterprise, tribal communities and creative and rural tourism marketing. She would welcome doctoral students pursuing these topics to contact her. 
 
Current PhD supervisions  
 
Minh Tran (2017-), Women Entrepreneurs Operating Informal Enterprises in Mekong and Danang, Vietnam. 
 
Shenaz Rungawalla (2016-), A Study on the Impact of Consumption Patterns of Indian Middle Class Women on Identity Construction. 
 
Jakia Rajoana (2015-), Women's Role in Sustainable Rural Tourism Development in Sundarbans, Bangladesh. 
 
David Ross (2014-2017), Creative Tourism In Rural Portugal and its Potential as a Regeneration Tool for Local Heritage. 
 
Md Saif Islam (2016-), Women Workers in the Garment Sector in Bangladesh.

","Faculty of Business, Law and Politics"
Professor Gonzalo Villalta Puig,https://www.hull.ac.uk/staff-directory/gonzalo-villalta-puig,"

Postgraduate supervision
Professor Villalta Puig teaches and supervises in the areas of International Economic Law, Law of the European Union, Comparative Constitutional Law as well as Commercial Law at large. These subject areas correspond with his specialisation in Economic Constitutional Law and, through it, the Law of International and Regional Economic Integration.

Within that specialisation, Professor Villalta Puig researches the constitutionalisation of free trade in international and supranational, regional and cross-regional, non-unitary market jurisdictions. He has a particular research interest in the economic constitutions of his two home jurisdictions, the European Union and Australia and the regulation of economic relations between them. His other research interests include the constitutionalisation both of The Cooperation Council for the Arab States of the Gulf (Gulf Cooperation Council) as an economic and monetary union and the free trade area under the Closer Economic Partnership Arrangement between the customs territories of the People's Republic of China and its Special Administrative Region of Hong Kong.

","Faculty of Business, Law and Politics"
Mr Ray French,https://www.hull.ac.uk/staff-directory/ray-french,"

Postgraduate supervision
Ray welcomes PhD proposals from students working on a novel, a collection of short stories or creative non-fiction. 
 
Current PhD supervisions  
 
- Rachel Knightley (novel)

",Faculty of Arts Cultures and Education
Dr Raymond Swaray,https://www.hull.ac.uk/staff-directory/raymond-swaray,"

Postgraduate supervision
Raymond has supervised several PhD researchers, as main supervisor, in areas including commodity market liberalisation and producer price dynamics; crude oil price volatility and investment; financial liberalisation and economic growth; optimal currency and East African Monetary Union; economic cycles and political budget cycles.

He has supervised more many MSc dissertations on a range of areas of economics.

Completed PhDs

First Supervisor

Seif Muba: Interaction between macroeconomic variables and stock markets of emerging markets: New evidence from East African Countries, 2017. 

Pascal Halbeisen: Electoral Economic Cycles and the Role of Political Institutions: Do Political Institutions influence the Political Budget Cycle? 2015.

Godfrey Nyamrunda:  An evaluation of economic integration in the proposed East African Federation. 2013.

Ambibola Babatubde: Financial Sector Development, Financial sector FDI and Economic growth: Evidence from the BRIMCs and some selected African countries.  Successfully completed in March 14, 2012.

Rayan S. Hammad: Modelling oil price behaviour of OPEC and non-OPEC oil producers. Successfully completed in December 2011.

Benedicto K. Lukanima: The Impact of Tanzanian Coffee Market Interventions on Producer Price Volatility and Interrelationships between Domestic Coffee Producer Prices and World Market Prices. Successfully completed in December 2008.

Second Supervisor

Cosmas Mbogela: Determinants of bi-lateral trade in Africa.  Successfully February 2015. 

Andwilile N Mwakibete: Factors Influencing Property Tax Collection in Tanzania: A Case Study of Kinondoni, Dodoma and Morogoro Municipalities, Successfully completed, November, 2015.

Current PhD supervisions 

Roberto Palacios-Rodriguez: The heterogeneity of consumption profiles in Mexico: consistencies, discrepancies and benefits of increasing consumption.

Chonlakan Benjasak: Econometric study of energy consumption and economic growth in ASEAN countries,  Second year.

Abdelatif Taloba: Oil and Sustainable Growth in Libya: Prospects and Limitations, Second year

","Faculty of Business, Law and Politics"
